user_id,timestamp,treatment,conversion,revenue,exposure_count,category,channel,event_type
USR_00587,2026-01-11 04:22:55,1,0,0.0,4,Electronics,Paid Search Ad,campaign_interaction
USR_00151,2026-01-11 04:45:06,1,0,0.0,2,Electronics,Email Newsletter,campaign_interaction
USR_00217,2026-01-11 04:50:00,1,0,0.0,6,Sports,In-App Push Message,campaign_interaction
USR_01852,2026-01-11 05:08:13,1,0,0.0,2,Home,Email Newsletter,campaign_interaction
USR_01028,2026-01-11 05:08:40,1,0,0.0,8,Beauty,In-App Push Message,campaign_interaction
USR_01918,2026-01-11 05:16:42,1,0,0.0,7,Electronics,Paid Search Ad,campaign_interaction
USR_00491,2026-01-11 05:18:05,1,0,0.0,3,Electronics,Paid Search Ad,campaign_interaction
USR_00374,2026-01-11 05:33:40,1,0,0.0,11,Beauty,Retargeting Display Banner,campaign_interaction
USR_00902,2026-01-11 05:40:12,1,0,0.0,5,Home,Paid Search Ad,campaign_interaction
USR_01040,2026-01-11 05:42:55,1,0,0.0,7,Home,Paid Search Ad,campaign_interaction
USR_00338,2026-01-11 06:06:08,1,0,0.0,10,Electronics,In-App Push Message,campaign_interaction
USR_00526,2026-01-11 06:14:38,1,1,3360.72,10,Beauty,In-App Push Message,campaign_interaction
USR_01655,2026-01-11 06:23:17,1,0,0.0,9,Beauty,Paid Search Ad,campaign_interaction
USR_00193,2026-01-11 07:06:22,0,0,0.0,12,Fashion,Retargeting Display Banner,campaign_interaction
USR_00475,2026-01-11 07:06:32,1,0,0.0,1,Electronics,In-App Push Message,campaign_interaction
USR_01163,2026-01-11 07:12:22,1,0,0.0,5,Electronics,In-App Push Message,campaign_interaction
USR_00223,2026-01-11 07:12:26,1,0,0.0,12,Beauty,Paid Search Ad,campaign_interaction
USR_00997,2026-01-11 07:17:44,1,0,0.0,9,Fashion,Paid Search Ad,campaign_interaction
USR_01410,2026-01-11 07:26:15,1,0,0.0,5,Sports,Paid Search Ad,campaign_interaction
USR_00852,2026-01-11 07:29:58,1,0,0.0,6,Sports,Email Newsletter,campaign_interaction
USR_01617,2026-01-11 07:50:17,1,0,0.0,6,Electronics,Email Newsletter,campaign_interaction
USR_01092,2026-01-11 08:01:53,1,1,9692.9,7,Beauty,Retargeting Display Banner,campaign_interaction
USR_00119,2026-01-11 08:02:40,0,0,0.0,4,Electronics,Paid Search Ad,campaign_interaction
USR_01115,2026-01-11 08:03:22,1,1,10951.45,5,Electronics,Email Newsletter,campaign_interaction
USR_01012,2026-01-11 08:13:47,1,0,0.0,9,Electronics,Paid Search Ad,campaign_interaction
USR_00172,2026-01-11 08:25:46,1,0,0.0,7,Beauty,Retargeting Display Banner,campaign_interaction
USR_01056,2026-01-11 08:26:59,1,0,0.0,4,Sports,Paid Search Ad,campaign_interaction
USR_01950,2026-01-11 08:29:39,1,0,0.0,8,Sports,In-App Push Message,campaign_interaction
USR_00546,2026-01-11 08:36:34,1,0,0.0,10,Electronics,Retargeting Display Banner,campaign_interaction
USR_00240,2026-01-11 08:43:17,1,0,0.0,4,Fashion,In-App Push Message,campaign_interaction
USR_01143,2026-01-11 08:43:24,1,0,0.0,3,Beauty,In-App Push Message,campaign_interaction
USR_00092,2026-01-11 08:44:56,0,0,0.0,4,Home,Retargeting Display Banner,campaign_interaction
USR_00930,2026-01-11 08:48:15,1,0,0.0,5,Electronics,In-App Push Message,campaign_interaction
USR_01994,2026-01-11 08:58:50,1,0,0.0,8,Beauty,In-App Push Message,campaign_interaction
USR_01343,2026-01-11 09:11:38,1,0,0.0,10,Fashion,Email Newsletter,campaign_interaction
USR_01867,2026-01-11 09:12:05,1,0,0.0,12,Beauty,Paid Search Ad,campaign_interaction
USR_00746,2026-01-11 09:17:08,1,0,0.0,9,Beauty,Paid Search Ad,campaign_interaction
USR_00246,2026-01-11 09:28:19,1,0,0.0,10,Fashion,Paid Search Ad,campaign_interaction
USR_00163,2026-01-11 09:53:40,1,0,0.0,12,Sports,Retargeting Display Banner,campaign_interaction
USR_00982,2026-01-11 09:54:20,1,0,0.0,12,Sports,Paid Search Ad,campaign_interaction
USR_00711,2026-01-11 09:59:29,1,1,14428.56,11,Sports,In-App Push Message,campaign_interaction
USR_01235,2026-01-11 10:03:09,1,0,0.0,7,Home,Retargeting Display Banner,campaign_interaction
USR_01540,2026-01-11 10:24:27,1,0,0.0,11,Fashion,In-App Push Message,campaign_interaction
USR_00728,2026-01-11 10:28:19,1,0,0.0,11,Home,Paid Search Ad,campaign_interaction
USR_01067,2026-01-11 10:32:56,1,0,0.0,12,Beauty,In-App Push Message,campaign_interaction
USR_01946,2026-01-11 10:37:55,1,0,0.0,4,Electronics,Paid Search Ad,campaign_interaction
USR_00656,2026-01-11 10:37:57,1,0,0.0,11,Electronics,Retargeting Display Banner,campaign_interaction
USR_00711,2026-01-11 10:41:41,1,1,15608.67,3,Home,In-App Push Message,campaign_interaction
USR_01863,2026-01-11 10:46:56,1,1,7197.77,3,Fashion,Paid Search Ad,campaign_interaction
USR_00236,2026-01-11 11:06:00,1,0,0.0,10,Electronics,Email Newsletter,campaign_interaction
USR_00145,2026-01-11 11:07:18,0,0,0.0,8,Sports,In-App Push Message,campaign_interaction
USR_01153,2026-01-11 11:11:08,1,0,0.0,3,Fashion,Retargeting Display Banner,campaign_interaction
USR_01776,2026-01-11 11:20:47,1,0,0.0,3,Beauty,In-App Push Message,campaign_interaction
USR_00467,2026-01-11 11:26:21,1,0,0.0,5,Fashion,Retargeting Display Banner,campaign_interaction
USR_01202,2026-01-11 11:31:31,1,0,0.0,7,Electronics,Retargeting Display Banner,campaign_interaction
USR_01911,2026-01-11 11:34:06,1,0,0.0,7,Electronics,In-App Push Message,campaign_interaction
USR_01375,2026-01-11 12:15:45,1,0,0.0,2,Home,Email Newsletter,campaign_interaction
USR_01318,2026-01-11 12:29:29,1,0,0.0,9,Fashion,Paid Search Ad,campaign_interaction
USR_00182,2026-01-11 12:43:25,1,0,0.0,5,Home,Paid Search Ad,campaign_interaction
USR_01953,2026-01-11 12:53:51,1,1,13777.98,8,Home,In-App Push Message,campaign_interaction
USR_00409,2026-01-11 13:07:36,1,0,0.0,4,Home,In-App Push Message,campaign_interaction
USR_00567,2026-01-11 13:12:00,1,0,0.0,11,Beauty,Paid Search Ad,campaign_interaction
USR_01059,2026-01-11 13:27:35,1,1,7667.12,7,Home,Email Newsletter,campaign_interaction
USR_01756,2026-01-11 13:28:08,0,0,0.0,12,Sports,Paid Search Ad,campaign_interaction
USR_01794,2026-01-11 13:47:14,1,0,0.0,3,Sports,Paid Search Ad,campaign_interaction
USR_00922,2026-01-11 13:49:34,1,0,0.0,2,Electronics,Paid Search Ad,campaign_interaction
USR_01951,2026-01-11 13:55:42,1,0,0.0,2,Fashion,Email Newsletter,campaign_interaction
USR_01577,2026-01-11 14:00:02,1,0,0.0,6,Beauty,Email Newsletter,campaign_interaction
USR_01466,2026-01-11 14:03:17,1,0,0.0,2,Sports,Email Newsletter,campaign_interaction
USR_00524,2026-01-11 14:11:40,1,0,0.0,10,Home,Paid Search Ad,campaign_interaction
USR_01803,2026-01-11 14:29:51,1,1,7015.05,10,Electronics,Paid Search Ad,campaign_interaction
USR_01778,2026-01-11 14:55:50,0,0,0.0,8,Electronics,Retargeting Display Banner,campaign_interaction
USR_01329,2026-01-11 15:00:51,1,0,0.0,8,Fashion,Retargeting Display Banner,campaign_interaction
USR_00230,2026-01-11 15:10:18,1,0,0.0,12,Home,Email Newsletter,campaign_interaction
USR_00029,2026-01-11 15:13:30,1,0,0.0,7,Sports,Retargeting Display Banner,campaign_interaction
USR_00083,2026-01-11 15:19:30,1,0,0.0,11,Electronics,Email Newsletter,campaign_interaction
USR_00067,2026-01-11 15:28:17,1,0,0.0,12,Fashion,Email Newsletter,campaign_interaction
USR_01975,2026-01-11 15:42:08,1,0,0.0,9,Beauty,In-App Push Message,campaign_interaction
USR_00728,2026-01-11 16:04:28,1,0,0.0,9,Home,Retargeting Display Banner,campaign_interaction
USR_00691,2026-01-11 16:15:38,1,0,0.0,12,Home,Email Newsletter,campaign_interaction
USR_01384,2026-01-11 16:22:43,0,0,0.0,12,Fashion,In-App Push Message,campaign_interaction
USR_00726,2026-01-11 16:22:46,0,0,0.0,9,Fashion,Paid Search Ad,campaign_interaction
USR_01427,2026-01-11 16:23:07,1,0,0.0,5,Home,Paid Search Ad,campaign_interaction
USR_01053,2026-01-11 16:25:12,1,0,0.0,4,Sports,In-App Push Message,campaign_interaction
USR_00979,2026-01-11 16:26:24,0,0,0.0,6,Home,Retargeting Display Banner,campaign_interaction
USR_01242,2026-01-11 16:45:23,1,0,0.0,11,Fashion,Retargeting Display Banner,campaign_interaction
USR_01042,2026-01-11 16:46:34,0,0,0.0,11,Electronics,Paid Search Ad,campaign_interaction
USR_00334,2026-01-11 16:54:36,1,1,9017.2,11,Sports,Email Newsletter,campaign_interaction
USR_01165,2026-01-11 16:55:54,1,0,0.0,6,Beauty,Retargeting Display Banner,campaign_interaction
USR_01226,2026-01-11 17:13:49,1,0,0.0,2,Home,In-App Push Message,campaign_interaction
USR_01925,2026-01-11 17:53:53,1,1,13567.7,11,Sports,Retargeting Display Banner,campaign_interaction
USR_00485,2026-01-11 18:07:46,1,1,6738.4,7,Fashion,In-App Push Message,campaign_interaction
USR_01225,2026-01-11 18:17:11,1,0,0.0,10,Electronics,Retargeting Display Banner,campaign_interaction
USR_00955,2026-01-11 18:18:15,1,1,10339.02,5,Home,Email Newsletter,campaign_interaction
USR_01460,2026-01-11 18:33:28,1,0,0.0,10,Home,Retargeting Display Banner,campaign_interaction
USR_01080,2026-01-11 18:50:54,1,1,10757.73,4,Sports,In-App Push Message,campaign_interaction
USR_00335,2026-01-11 18:55:53,1,0,0.0,3,Beauty,Paid Search Ad,campaign_interaction
USR_01037,2026-01-11 18:59:27,1,0,0.0,11,Electronics,Email Newsletter,campaign_interaction
USR_00903,2026-01-11 19:01:32,0,0,0.0,9,Beauty,Paid Search Ad,campaign_interaction
USR_01818,2026-01-11 19:08:56,1,1,2585.74,9,Fashion,In-App Push Message,campaign_interaction
USR_01940,2026-01-11 19:16:25,1,0,0.0,1,Electronics,Retargeting Display Banner,campaign_interaction
USR_01909,2026-01-11 19:31:14,1,0,0.0,9,Electronics,Paid Search Ad,campaign_interaction
USR_00088,2026-01-11 19:32:52,1,0,0.0,5,Beauty,In-App Push Message,campaign_interaction
USR_01654,2026-01-11 19:36:18,1,1,4364.7,1,Fashion,In-App Push Message,campaign_interaction
USR_00740,2026-01-11 19:37:38,1,0,0.0,12,Sports,Paid Search Ad,campaign_interaction
USR_00479,2026-01-11 19:51:25,1,0,0.0,12,Fashion,Retargeting Display Banner,campaign_interaction
USR_01041,2026-01-11 19:58:20,1,0,0.0,12,Home,Retargeting Display Banner,campaign_interaction
USR_00848,2026-01-11 20:14:21,1,0,0.0,12,Home,In-App Push Message,campaign_interaction
USR_00038,2026-01-11 20:16:20,1,0,0.0,12,Beauty,In-App Push Message,campaign_interaction
USR_00968,2026-01-11 20:18:36,0,0,0.0,8,Fashion,Paid Search Ad,campaign_interaction
USR_00950,2026-01-11 20:30:07,1,0,0.0,4,Electronics,Email Newsletter,campaign_interaction
USR_01522,2026-01-11 20:38:07,1,0,0.0,6,Electronics,Paid Search Ad,campaign_interaction
USR_01714,2026-01-11 20:39:16,1,0,0.0,8,Beauty,Email Newsletter,campaign_interaction
USR_00987,2026-01-11 20:58:19,1,0,0.0,9,Electronics,In-App Push Message,campaign_interaction
USR_01482,2026-01-11 21:00:37,1,0,0.0,6,Electronics,In-App Push Message,campaign_interaction
USR_00373,2026-01-11 21:06:46,1,0,0.0,6,Beauty,Retargeting Display Banner,campaign_interaction
USR_01350,2026-01-11 21:11:48,1,0,0.0,9,Sports,In-App Push Message,campaign_interaction
USR_01294,2026-01-11 21:18:00,0,0,0.0,4,Beauty,Retargeting Display Banner,campaign_interaction
USR_01325,2026-01-11 21:27:32,1,0,0.0,7,Fashion,Email Newsletter,campaign_interaction
USR_01221,2026-01-11 21:30:18,1,0,0.0,6,Electronics,Paid Search Ad,campaign_interaction
USR_00766,2026-01-11 21:42:06,1,0,0.0,9,Sports,Email Newsletter,campaign_interaction
USR_01816,2026-01-11 21:55:18,1,0,0.0,7,Home,Email Newsletter,campaign_interaction
USR_00391,2026-01-11 22:04:05,1,0,0.0,9,Home,Retargeting Display Banner,campaign_interaction
USR_00644,2026-01-11 22:10:11,1,0,0.0,8,Fashion,Paid Search Ad,campaign_interaction
USR_00199,2026-01-11 22:22:07,1,0,0.0,7,Sports,In-App Push Message,campaign_interaction
USR_00504,2026-01-11 22:32:28,1,0,0.0,8,Home,Paid Search Ad,campaign_interaction
USR_01829,2026-01-11 22:47:42,1,0,0.0,5,Fashion,Email Newsletter,campaign_interaction
USR_01592,2026-01-11 23:12:22,1,0,0.0,6,Electronics,Retargeting Display Banner,campaign_interaction
USR_00086,2026-01-11 23:14:59,1,1,5707.82,12,Home,Email Newsletter,campaign_interaction
USR_01436,2026-01-11 23:18:47,1,0,0.0,2,Home,Paid Search Ad,campaign_interaction
USR_01562,2026-01-11 23:22:57,1,0,0.0,12,Beauty,Email Newsletter,campaign_interaction
USR_00145,2026-01-12 00:04:53,1,0,0.0,4,Sports,Email Newsletter,campaign_interaction
USR_01907,2026-01-12 00:12:27,1,0,0.0,3,Home,Paid Search Ad,campaign_interaction
USR_01552,2026-01-12 00:23:02,1,0,0.0,12,Beauty,Retargeting Display Banner,campaign_interaction
USR_00631,2026-01-12 00:37:41,1,0,0.0,1,Beauty,In-App Push Message,campaign_interaction
USR_00851,2026-01-12 00:51:07,1,1,7497.93,10,Beauty,Retargeting Display Banner,campaign_interaction
USR_00298,2026-01-12 00:52:49,0,0,0.0,6,Electronics,Retargeting Display Banner,campaign_interaction
USR_00220,2026-01-12 01:03:03,1,1,8777.18,11,Sports,Email Newsletter,campaign_interaction
USR_00475,2026-01-12 01:16:39,1,0,0.0,3,Electronics,In-App Push Message,campaign_interaction
USR_00988,2026-01-12 01:21:28,1,0,0.0,10,Electronics,Paid Search Ad,campaign_interaction
USR_01081,2026-01-12 01:25:15,0,0,0.0,8,Home,Paid Search Ad,campaign_interaction
USR_00494,2026-01-12 01:30:34,1,0,0.0,4,Beauty,Retargeting Display Banner,campaign_interaction
USR_01364,2026-01-12 01:31:25,1,0,0.0,6,Home,Retargeting Display Banner,campaign_interaction
USR_00586,2026-01-12 01:32:27,1,0,0.0,8,Sports,Email Newsletter,campaign_interaction
USR_00820,2026-01-12 01:41:25,0,0,0.0,3,Electronics,Retargeting Display Banner,campaign_interaction
USR_01874,2026-01-12 01:43:10,1,0,0.0,1,Beauty,Paid Search Ad,campaign_interaction
USR_00638,2026-01-12 01:43:19,1,0,0.0,11,Beauty,Retargeting Display Banner,campaign_interaction
USR_01895,2026-01-12 01:54:24,1,0,0.0,3,Electronics,Paid Search Ad,campaign_interaction
USR_01562,2026-01-12 02:30:48,1,0,0.0,1,Beauty,In-App Push Message,campaign_interaction
USR_00811,2026-01-12 02:33:02,0,0,0.0,11,Beauty,Paid Search Ad,campaign_interaction
USR_01792,2026-01-12 02:34:04,0,0,0.0,2,Sports,In-App Push Message,campaign_interaction
USR_01169,2026-01-12 02:44:18,1,0,0.0,11,Sports,Retargeting Display Banner,campaign_interaction
USR_00555,2026-01-12 02:44:48,1,1,8918.19,11,Fashion,Retargeting Display Banner,campaign_interaction
USR_01645,2026-01-12 02:45:02,1,0,0.0,10,Beauty,In-App Push Message,campaign_interaction
USR_00657,2026-01-12 03:17:22,1,0,0.0,12,Home,Paid Search Ad,campaign_interaction
USR_00227,2026-01-12 03:35:11,0,0,0.0,4,Electronics,Retargeting Display Banner,campaign_interaction
USR_00811,2026-01-12 03:50:25,1,0,0.0,7,Fashion,Paid Search Ad,campaign_interaction
USR_01250,2026-01-12 04:09:30,1,0,0.0,10,Sports,Paid Search Ad,campaign_interaction
USR_01123,2026-01-12 04:13:22,1,0,0.0,11,Fashion,Retargeting Display Banner,campaign_interaction
USR_00391,2026-01-12 04:16:22,1,0,0.0,8,Home,Email Newsletter,campaign_interaction
USR_01041,2026-01-12 04:23:56,1,0,0.0,9,Home,Email Newsletter,campaign_interaction
USR_00616,2026-01-12 04:30:24,1,0,0.0,2,Home,In-App Push Message,campaign_interaction
USR_01383,2026-01-12 04:35:59,1,0,0.0,7,Fashion,Paid Search Ad,campaign_interaction
USR_01735,2026-01-12 04:37:42,1,0,0.0,6,Fashion,Email Newsletter,campaign_interaction
USR_00296,2026-01-12 04:44:32,1,0,0.0,11,Sports,Paid Search Ad,campaign_interaction
USR_01475,2026-01-12 04:53:32,1,0,0.0,4,Home,Retargeting Display Banner,campaign_interaction
USR_00335,2026-01-12 04:54:34,1,1,5706.0,3,Fashion,Paid Search Ad,campaign_interaction
USR_00320,2026-01-12 05:06:27,0,0,0.0,10,Sports,In-App Push Message,campaign_interaction
USR_01650,2026-01-12 05:27:09,1,0,0.0,10,Electronics,Email Newsletter,campaign_interaction
USR_00311,2026-01-12 05:27:17,1,0,0.0,7,Electronics,In-App Push Message,campaign_interaction
USR_00476,2026-01-12 05:39:49,1,0,0.0,6,Electronics,Email Newsletter,campaign_interaction
USR_01442,2026-01-12 05:40:15,1,0,0.0,10,Beauty,Email Newsletter,campaign_interaction
USR_00505,2026-01-12 05:43:52,1,0,0.0,5,Home,In-App Push Message,campaign_interaction
USR_00947,2026-01-12 06:24:56,1,0,0.0,2,Electronics,Retargeting Display Banner,campaign_interaction
USR_00549,2026-01-12 06:34:47,1,0,0.0,6,Fashion,Retargeting Display Banner,campaign_interaction
USR_00360,2026-01-12 06:40:13,1,1,13240.1,6,Beauty,Email Newsletter,campaign_interaction
USR_01899,2026-01-12 06:42:10,1,0,0.0,10,Home,Email Newsletter,campaign_interaction
USR_00490,2026-01-12 06:45:19,0,0,0.0,5,Home,Email Newsletter,campaign_interaction
USR_00827,2026-01-12 06:53:00,1,0,0.0,10,Electronics,Email Newsletter,campaign_interaction
USR_01919,2026-01-12 07:04:15,1,0,0.0,12,Home,In-App Push Message,campaign_interaction
USR_00409,2026-01-12 07:04:56,1,0,0.0,4,Fashion,In-App Push Message,campaign_interaction
USR_00746,2026-01-12 07:05:52,1,0,0.0,6,Electronics,In-App Push Message,campaign_interaction
USR_01396,2026-01-12 07:11:56,1,0,0.0,4,Fashion,Email Newsletter,campaign_interaction
USR_00523,2026-01-12 07:15:09,1,0,0.0,2,Fashion,Retargeting Display Banner,campaign_interaction
USR_01262,2026-01-12 07:28:51,0,0,0.0,6,Electronics,Email Newsletter,campaign_interaction
USR_01820,2026-01-12 07:33:33,0,0,0.0,2,Sports,Paid Search Ad,campaign_interaction
USR_01206,2026-01-12 07:41:10,1,0,0.0,11,Beauty,Retargeting Display Banner,campaign_interaction
USR_00058,2026-01-12 07:47:00,1,0,0.0,6,Electronics,Retargeting Display Banner,campaign_interaction
USR_01915,2026-01-12 07:48:41,1,0,0.0,12,Home,Paid Search Ad,campaign_interaction
USR_01947,2026-01-12 07:57:17,1,0,0.0,6,Beauty,Paid Search Ad,campaign_interaction
USR_00442,2026-01-12 07:59:28,1,0,0.0,1,Home,Paid Search Ad,campaign_interaction
USR_00995,2026-01-12 08:05:34,1,1,6948.02,8,Home,Retargeting Display Banner,campaign_interaction
USR_01168,2026-01-12 08:09:49,0,0,0.0,1,Home,In-App Push Message,campaign_interaction
USR_00345,2026-01-12 08:12:59,0,0,0.0,5,Home,In-App Push Message,campaign_interaction
USR_01920,2026-01-12 08:44:14,1,0,0.0,2,Electronics,Paid Search Ad,campaign_interaction
USR_00344,2026-01-12 08:44:40,1,1,12821.27,4,Electronics,Paid Search Ad,campaign_interaction
USR_01890,2026-01-12 08:48:16,1,0,0.0,11,Fashion,Retargeting Display Banner,campaign_interaction
USR_00232,2026-01-12 09:06:29,1,0,0.0,1,Home,In-App Push Message,campaign_interaction
USR_01442,2026-01-12 09:11:29,1,0,0.0,2,Beauty,Email Newsletter,campaign_interaction
USR_01460,2026-01-12 09:11:55,0,0,0.0,7,Fashion,Email Newsletter,campaign_interaction
USR_01101,2026-01-12 09:28:49,1,0,0.0,11,Home,Paid Search Ad,campaign_interaction
USR_00976,2026-01-12 09:43:18,1,0,0.0,12,Fashion,Paid Search Ad,campaign_interaction
USR_00134,2026-01-12 09:45:32,1,0,0.0,1,Fashion,Paid Search Ad,campaign_interaction
USR_00087,2026-01-12 10:12:50,1,0,0.0,4,Home,In-App Push Message,campaign_interaction
USR_01057,2026-01-12 10:12:50,1,0,0.0,11,Electronics,Paid Search Ad,campaign_interaction
USR_00341,2026-01-12 10:15:12,1,0,0.0,9,Fashion,In-App Push Message,campaign_interaction
USR_00144,2026-01-12 10:26:42,0,0,0.0,9,Sports,In-App Push Message,campaign_interaction
USR_01567,2026-01-12 10:33:16,1,0,0.0,9,Fashion,Retargeting Display Banner,campaign_interaction
USR_01762,2026-01-12 10:50:13,1,0,0.0,8,Electronics,In-App Push Message,campaign_interaction
USR_00320,2026-01-12 10:56:21,1,0,0.0,12,Home,Retargeting Display Banner,campaign_interaction
USR_00239,2026-01-12 11:12:30,1,0,0.0,1,Electronics,In-App Push Message,campaign_interaction
USR_00492,2026-01-12 11:13:13,1,0,0.0,9,Home,Retargeting Display Banner,campaign_interaction
USR_00119,2026-01-12 11:28:56,1,0,0.0,2,Home,Email Newsletter,campaign_interaction
USR_01185,2026-01-12 11:30:19,1,0,0.0,7,Home,Retargeting Display Banner,campaign_interaction
USR_01437,2026-01-12 11:32:38,1,0,0.0,3,Fashion,Paid Search Ad,campaign_interaction
USR_01011,2026-01-12 11:51:57,0,0,0.0,10,Sports,In-App Push Message,campaign_interaction
USR_00852,2026-01-12 11:59:26,1,0,0.0,9,Electronics,Email Newsletter,campaign_interaction
USR_01968,2026-01-12 12:06:07,1,1,6509.5,8,Home,Retargeting Display Banner,campaign_interaction
USR_01909,2026-01-12 12:22:32,1,0,0.0,3,Electronics,In-App Push Message,campaign_interaction
USR_01163,2026-01-12 12:28:47,1,0,0.0,9,Electronics,In-App Push Message,campaign_interaction
USR_00846,2026-01-12 12:45:56,1,0,0.0,12,Electronics,Email Newsletter,campaign_interaction
USR_00263,2026-01-12 12:46:09,1,0,0.0,3,Fashion,Retargeting Display Banner,campaign_interaction
USR_00568,2026-01-12 13:11:53,1,1,16919.67,1,Home,Paid Search Ad,campaign_interaction
USR_00395,2026-01-12 13:15:40,1,0,0.0,7,Sports,Email Newsletter,campaign_interaction
USR_01187,2026-01-12 13:26:32,1,0,0.0,10,Beauty,Paid Search Ad,campaign_interaction
USR_00402,2026-01-12 13:36:46,1,0,0.0,7,Fashion,Paid Search Ad,campaign_interaction
USR_01266,2026-01-12 13:40:55,1,0,0.0,1,Electronics,In-App Push Message,campaign_interaction
USR_00866,2026-01-12 13:48:17,1,0,0.0,9,Sports,Retargeting Display Banner,campaign_interaction
USR_00687,2026-01-12 13:54:47,1,0,0.0,10,Fashion,Paid Search Ad,campaign_interaction
USR_01831,2026-01-12 14:02:44,1,0,0.0,4,Home,In-App Push Message,campaign_interaction
USR_01490,2026-01-12 14:07:38,1,0,0.0,9,Beauty,In-App Push Message,campaign_interaction
USR_00409,2026-01-12 14:09:55,1,0,0.0,4,Fashion,Paid Search Ad,campaign_interaction
USR_00700,2026-01-12 14:19:17,1,0,0.0,3,Home,Retargeting Display Banner,campaign_interaction
USR_01185,2026-01-12 14:21:19,1,0,0.0,7,Electronics,Email Newsletter,campaign_interaction
USR_00617,2026-01-12 14:23:30,1,0,0.0,11,Beauty,Retargeting Display Banner,campaign_interaction
USR_01339,2026-01-12 14:24:38,1,0,0.0,8,Electronics,In-App Push Message,campaign_interaction
USR_00265,2026-01-12 14:28:28,1,0,0.0,9,Electronics,Retargeting Display Banner,campaign_interaction
USR_01918,2026-01-12 14:33:35,0,0,0.0,5,Fashion,In-App Push Message,campaign_interaction
USR_00501,2026-01-12 15:10:06,1,1,13070.27,8,Beauty,Email Newsletter,campaign_interaction
USR_00262,2026-01-12 15:15:12,1,1,2773.77,9,Home,Email Newsletter,campaign_interaction
USR_01258,2026-01-12 15:24:11,1,0,0.0,9,Electronics,In-App Push Message,campaign_interaction
USR_01072,2026-01-12 15:24:42,1,0,0.0,1,Beauty,Retargeting Display Banner,campaign_interaction
USR_01021,2026-01-12 15:29:16,1,0,0.0,4,Sports,In-App Push Message,campaign_interaction
USR_01057,2026-01-12 15:31:19,1,0,0.0,1,Electronics,In-App Push Message,campaign_interaction
USR_00922,2026-01-12 15:33:43,1,0,0.0,4,Beauty,Paid Search Ad,campaign_interaction
USR_00433,2026-01-12 15:39:11,1,0,0.0,8,Beauty,Email Newsletter,campaign_interaction
USR_00996,2026-01-12 15:47:08,1,1,3180.98,1,Electronics,In-App Push Message,campaign_interaction
USR_01451,2026-01-12 15:48:01,1,0,0.0,9,Beauty,In-App Push Message,campaign_interaction
USR_00794,2026-01-12 15:48:14,1,0,0.0,4,Beauty,Paid Search Ad,campaign_interaction
USR_01568,2026-01-12 15:52:09,1,0,0.0,7,Electronics,Email Newsletter,campaign_interaction
USR_01360,2026-01-12 15:56:15,1,0,0.0,7,Home,Email Newsletter,campaign_interaction
USR_00658,2026-01-12 16:17:16,0,0,0.0,3,Sports,Email Newsletter,campaign_interaction
USR_01469,2026-01-12 16:23:23,1,0,0.0,6,Home,Paid Search Ad,campaign_interaction
USR_01034,2026-01-12 16:24:01,1,1,13708.8,7,Electronics,In-App Push Message,campaign_interaction
USR_01486,2026-01-12 16:53:22,1,0,0.0,6,Fashion,In-App Push Message,campaign_interaction
USR_01484,2026-01-12 17:02:33,1,0,0.0,10,Electronics,Paid Search Ad,campaign_interaction
USR_00601,2026-01-12 17:03:39,1,1,15109.63,3,Beauty,Email Newsletter,campaign_interaction
USR_01730,2026-01-12 17:37:04,1,1,3031.03,2,Home,Paid Search Ad,campaign_interaction
USR_00410,2026-01-12 17:39:25,1,1,9438.06,2,Fashion,Email Newsletter,campaign_interaction
USR_01703,2026-01-12 17:39:41,1,0,0.0,3,Beauty,In-App Push Message,campaign_interaction
USR_01999,2026-01-12 17:56:12,1,0,0.0,4,Electronics,In-App Push Message,campaign_interaction
USR_00620,2026-01-12 18:10:57,1,0,0.0,7,Sports,In-App Push Message,campaign_interaction
USR_00690,2026-01-12 18:16:27,0,0,0.0,11,Home,Paid Search Ad,campaign_interaction
USR_01830,2026-01-12 18:27:49,0,0,0.0,8,Beauty,Retargeting Display Banner,campaign_interaction
USR_01395,2026-01-12 18:55:06,1,0,0.0,12,Electronics,In-App Push Message,campaign_interaction
USR_01181,2026-01-12 18:58:04,0,0,0.0,5,Sports,In-App Push Message,campaign_interaction
USR_01286,2026-01-12 19:15:41,1,1,10381.0,5,Sports,Paid Search Ad,campaign_interaction
USR_00265,2026-01-12 19:16:02,1,0,0.0,12,Home,Paid Search Ad,campaign_interaction
USR_00965,2026-01-12 19:24:05,1,0,0.0,5,Beauty,Retargeting Display Banner,campaign_interaction
USR_00957,2026-01-12 19:41:47,1,0,0.0,4,Fashion,Retargeting Display Banner,campaign_interaction
USR_00976,2026-01-12 19:48:42,1,0,0.0,6,Sports,In-App Push Message,campaign_interaction
USR_01773,2026-01-12 19:48:43,1,0,0.0,8,Fashion,In-App Push Message,campaign_interaction
USR_00098,2026-01-12 19:49:12,1,0,0.0,3,Fashion,Retargeting Display Banner,campaign_interaction
USR_01688,2026-01-12 20:15:04,1,0,0.0,12,Home,In-App Push Message,campaign_interaction
USR_00416,2026-01-12 20:18:59,1,0,0.0,8,Beauty,In-App Push Message,campaign_interaction
USR_00996,2026-01-12 20:39:54,1,0,0.0,10,Electronics,Retargeting Display Banner,campaign_interaction
